user_id,product_id,interaction_type
485,258,R5
485,191,R5
485,192,wishlist_add
485,201,wishlist_add
485,187,R5
485,211,wishlist_add
485,258,cart_add
485,265,wishlist_add
485,203,R5
485,64,click
485,257,cart_add
485,202,cart_add
485,256,wishlist_add
485,89,wishlist_add
485,203,cart_add
485,257,R4
485,253,click
485,186,cart_add
485,259,wishlist_add
485,191,cart_add
486,73,wishlist_add
486,259,cart_add
486,190,R4
486,212,R5
486,44,R4
486,187,cart_add
486,215,wishlist_add
486,187,wishlist_add
486,192,wishlist_add
486,56,R4
486,259,wishlist_add
486,189,cart_add
486,257,wishlist_add
486,118,click
486,211,cart_add
486,49,R5
486,214,cart_add
486,213,cart_add
486,191,wishlist_add
486,81,click
487,187,R5
487,44,R5
487,203,cart_add
487,256,cart_add
487,211,R4
487,217,click
487,202,wishlist_add
487,213,cart_add
487,216,wishlist_add
487,192,wishlist_add
487,49,R4
487,215,wishlist_add
487,214,cart_add
487,49,cart_add
487,194,wishlist_add
487,190,R5
487,191,cart_add
487,47,wishlist_add
487,287,click
487,256,wishlist_add
488,189,wishlist_add
488,13,wishlist_add
488,257,cart_add
488,191,cart_add
488,56,wishlist_add
488,189,R5
488,194,R4
488,82,click
488,192,cart_add
488,212,wishlist_add
488,214,R5
488,186,wishlist_add
488,205,cart_add
488,47,R4
488,259,cart_add
488,259,wishlist_add
488,202,cart_add
488,95,click
488,202,R5
488,47,wishlist_add
489,191,wishlist_add
489,191,cart_add
489,192,cart_add
489,44,wishlist_add
489,72,click
489,190,R5
489,203,cart_add
489,256,cart_add
489,205,wishlist_add
489,186,R4
489,88,wishlist_add
489,259,wishlist_add
489,202,R5
489,258,cart_add
489,256,R5
489,47,cart_add
489,194,wishlist_add
489,56,R5
489,258,wishlist_add
489,169,click
490,259,R4
490,189,R5
490,189,cart_add
490,259,wishlist_add
490,205,cart_add
490,187,R5
490,214,wishlist_add
490,190,wishlist_add
490,190,cart_add
490,46,click
490,202,cart_add
490,212,wishlist_add
490,214,cart_add
490,194,cart_add
490,256,wishlist_add
490,191,R5
490,188,wishlist_add
490,194,R4
490,44,wishlist_add
490,13,click
491,212,wishlist_add
491,84,wishlist_add
491,205,wishlist_add
491,189,wishlist_add
491,187,cart_add
491,203,R5
491,213,R5
491,80,click
491,203,wishlist_add
491,44,cart_add
491,189,R5
491,205,R5
491,202,cart_add
491,258,cart_add
491,213,wishlist_add
491,257,cart_add
491,88,wishlist_add
491,32,click
491,47,R5
491,214,cart_add
492,49,R4
492,259,R5
492,214,click
492,185,click
492,202,wishlist_add
492,56,cart_add
492,49,wishlist_add
492,215,wishlist_add
492,211,cart_add
492,194,wishlist_add
492,213,R5
492,56,R5
492,257,wishlist_add
492,212,R4
492,47,wishlist_add
492,194,cart_add
492,190,wishlist_add
492,192,cart_add
492,214,cart_add
492,186,cart_add
493,211,wishlist_add
493,188,wishlist_add
493,203,cart_add
493,214,R5
493,259,click
493,201,wishlist_add
493,189,R4
493,202,R4
493,72,wishlist_add
493,194,wishlist_add
493,194,cart_add
493,259,R5
493,187,wishlist_add
493,150,click
493,258,cart_add
493,56,R5
493,211,cart_add
493,212,cart_add
493,192,cart_add
493,87,wishlist_add
494,256,wishlist_add
494,257,cart_add
494,205,wishlist_add
494,189,cart_add
494,212,R4
494,258,R5
494,265,wishlist_add
494,109,click
494,87,wishlist_add
494,44,R5
494,203,wishlist_add
494,190,cart_add
494,186,wishlist_add
494,215,R5
494,213,cart_add
494,257,wishlist_add
494,256,cart_add
494,202,R5
494,192,cart_add
494,84,click
495,214,wishlist_add
495,213,wishlist_add
495,262,click
495,80,wishlist_add
495,214,cart_add
495,47,R4
495,186,R5
495,192,cart_add
495,78,wishlist_add
495,194,R5
495,259,cart_add
495,188,wishlist_add
495,188,cart_add
495,215,R4
495,256,wishlist_add
495,201,cart_add
495,124,click
495,212,wishlist_add
495,191,R5
495,205,cart_add
496,49,R5
496,214,wishlist_add
496,262,wishlist_add
496,215,cart_add
496,205,R4
496,12,click
496,211,R4
496,56,wishlist_add
496,194,R5
496,211,wishlist_add
496,205,wishlist_add
496,44,wishlist_add
496,56,cart_add
496,99,click
496,259,cart_add
496,264,wishlist_add
496,256,cart_add
496,190,cart_add
496,189,cart_add
496,214,R5
497,49,wishlist_add
497,252,click
497,194,cart_add
497,77,click
497,258,R5
497,203,wishlist_add
497,202,cart_add
497,191,R4
497,213,R5
497,213,wishlist_add
497,256,cart_add
497,212,wishlist_add
497,259,cart_add
497,214,cart_add
497,257,wishlist_add
497,49,R5
497,13,wishlist_add
497,44,R4
497,215,cart_add
497,94,wishlist_add
498,140,click
498,190,cart_add
498,205,wishlist_add
498,47,R4
498,189,R4
498,47,wishlist_add
498,87,click
498,194,R5
498,214,cart_add
498,192,R5
498,205,R5
498,212,wishlist_add
498,259,wishlist_add
498,267,wishlist_add
498,211,cart_add
498,213,wishlist_add
498,202,cart_add
498,186,cart_add
498,212,cart_add
498,87,wishlist_add
499,258,cart_add
499,79,wishlist_add
499,215,wishlist_add
499,189,cart_add
499,202,R5
499,186,cart_add
499,77,click
499,203,wishlist_add
499,259,wishlist_add
499,63,wishlist_add
499,256,cart_add
499,259,R5
499,256,R4
499,47,R5
499,194,R4
499,49,wishlist_add
499,56,wishlist_add
499,49,cart_add
499,278,click
499,44,cart_add
500,203,cart_add
500,79,wishlist_add
500,93,click
500,212,R5
500,44,cart_add
500,191,wishlist_add
500,47,cart_add
500,188,R5
500,88,wishlist_add
500,190,cart_add
500,44,R5
500,194,R4
500,259,R5
500,26,click
500,257,wishlist_add
500,47,wishlist_add
500,211,cart_add
500,190,wishlist_add
500,49,wishlist_add
500,215,cart_add
501,186,R5
501,256,cart_add
501,202,wishlist_add
501,189,cart_add
501,258,R4
501,192,wishlist_add
501,213,R4
501,211,cart_add
501,256,click
501,215,wishlist_add
501,56,wishlist_add
501,190,R5
501,214,R5
501,218,wishlist_add
501,190,wishlist_add
501,191,cart_add
501,257,cart_add
501,39,click
501,203,cart_add
501,63,wishlist_add
502,202,R5
502,191,wishlist_add
502,190,cart_add
502,192,cart_add
502,190,wishlist_add
502,212,R5
502,221,wishlist_add
502,49,cart_add
502,191,cart_add
502,57,wishlist_add
502,186,R4
502,201,R5
502,213,wishlist_add
502,258,cart_add
502,262,click
502,187,wishlist_add
502,256,wishlist_add
502,258,R5
502,259,cart_add
502,268,click
503,214,wishlist_add
503,220,click
503,188,cart_add
503,191,wishlist_add
503,258,R5
503,215,cart_add
503,205,R5
503,202,cart_add
503,190,cart_add
503,220,wishlist_add
503,213,wishlist_add
503,194,R5
503,258,wishlist_add
503,189,cart_add
503,189,wishlist_add
503,258,cart_add
503,186,wishlist_add
503,214,R5
503,202,R5
503,169,click
504,190,wishlist_add
504,259,wishlist_add
504,83,wishlist_add
504,49,cart_add
504,190,R4
504,214,wishlist_add
504,47,cart_add
504,211,R5
504,192,wishlist_add
504,213,cart_add
504,128,click
504,257,R5
504,212,cart_add
504,192,R5
504,258,click
504,192,cart_add
504,203,wishlist_add
504,189,R5
504,201,cart_add
504,63,wishlist_add
505,202,R5
505,194,R4
505,84,wishlist_add
505,56,R5
505,105,click
505,85,click
505,187,wishlist_add
505,202,cart_add
505,211,wishlist_add
505,188,cart_add
505,189,R5
505,259,cart_add
505,191,wishlist_add
505,213,cart_add
505,211,cart_add
505,263,wishlist_add
505,258,wishlist_add
505,188,wishlist_add
505,212,cart_add
505,258,R4
506,189,cart_add
506,224,wishlist_add
506,89,wishlist_add
506,189,R4
506,257,cart_add
506,213,wishlist_add
506,203,wishlist_add
506,191,cart_add
506,259,cart_add
506,44,wishlist_add
506,47,cart_add
506,192,R5
506,256,wishlist_add
506,86,click
506,187,wishlist_add
506,256,R5
506,191,R5
506,49,cart_add
506,158,click
506,202,R5
507,132,click
507,13,wishlist_add
507,212,cart_add
507,201,R5
507,187,wishlist_add
507,257,cart_add
507,13,click
507,258,cart_add
507,191,cart_add
507,188,wishlist_add
507,205,R4
507,211,R5
507,264,wishlist_add
507,56,cart_add
507,191,wishlist_add
507,202,cart_add
507,190,wishlist_add
507,203,R4
507,47,wishlist_add
507,194,R4
508,203,cart_add
508,214,cart_add
508,265,wishlist_add
508,192,wishlist_add
508,188,wishlist_add
508,44,cart_add
508,256,R5
508,44,R4
508,257,cart_add
508,25,click
508,214,wishlist_add
508,190,R5
508,211,wishlist_add
508,10,click
508,213,cart_add
508,258,R5
508,214,R5
508,64,wishlist_add
508,191,cart_add
508,202,wishlist_add
509,214,cart_add
509,47,wishlist_add
509,205,R5
509,44,wishlist_add
509,33,click
509,81,wishlist_add
509,257,R5
509,47,cart_add
509,257,cart_add
509,259,R5
509,212,cart_add
509,213,R5
509,187,R5
509,188,cart_add
509,81,click
509,192,wishlist_add
509,264,wishlist_add
509,201,wishlist_add
509,189,wishlist_add
509,201,cart_add
510,205,R5
510,47,R5
510,49,wishlist_add
510,211,cart_add
510,202,wishlist_add
510,256,wishlist_add
510,157,click
510,192,cart_add
510,78,wishlist_add
510,189,cart_add
510,215,R4
510,77,wishlist_add
510,202,R5
510,190,wishlist_add
510,72,click
510,213,cart_add
510,258,R5
510,259,cart_add
510,56,cart_add
510,258,wishlist_add
511,72,wishlist_add
511,203,wishlist_add
511,256,wishlist_add
511,191,R5
511,211,wishlist_add
511,83,click
511,256,cart_add
511,213,cart_add
511,256,R4
511,214,R5
511,258,cart_add
511,202,cart_add
511,257,R5
511,191,cart_add
511,194,wishlist_add
511,215,wishlist_add
511,92,wishlist_add
511,32,click
511,212,R4
511,201,cart_add
512,256,R5
512,189,cart_add
512,174,click
512,212,R5
512,194,R5
512,265,wishlist_add
512,94,wishlist_add
512,211,cart_add
512,186,cart_add
512,81,click
512,202,cart_add
512,49,cart_add
512,188,wishlist_add
512,49,R5
512,189,R5
512,190,cart_add
512,191,wishlist_add
512,201,wishlist_add
512,256,wishlist_add
512,212,wishlist_add
513,214,R5
513,188,R4
513,259,wishlist_add
513,202,R4
513,85,click
513,49,cart_add
513,56,R4
513,191,wishlist_add
513,259,cart_add
513,49,wishlist_add
513,81,wishlist_add
513,186,wishlist_add
513,44,cart_add
513,257,wishlist_add
513,189,wishlist_add
513,113,click
513,257,cart_add
513,56,cart_add
513,203,cart_add
513,44,R4
514,211,cart_add
514,36,click
514,203,R5
514,203,wishlist_add
514,257,cart_add
514,44,R5
514,191,wishlist_add
514,205,R4
514,13,wishlist_add
514,259,cart_add
514,186,R4
514,191,R5
514,203,cart_add
514,219,click
514,215,wishlist_add
514,56,wishlist_add
514,258,wishlist_add
514,90,wishlist_add
514,258,cart_add
514,202,cart_add
515,56,wishlist_add
515,214,cart_add
515,202,cart_add
515,187,R5
515,203,R5
515,218,wishlist_add
515,213,wishlist_add
515,211,R4
515,213,cart_add
515,211,cart_add
515,101,click
515,191,wishlist_add
515,214,R5
515,256,cart_add
515,205,wishlist_add
515,44,wishlist_add
515,56,R5
515,258,cart_add
515,262,click
515,201,wishlist_add
516,215,cart_add
516,205,R5
516,84,wishlist_add
516,150,click
516,212,cart_add
516,189,wishlist_add
516,201,R4
516,56,R5
516,186,wishlist_add
516,258,cart_add
516,205,wishlist_add
516,90,click
516,205,cart_add
516,191,wishlist_add
516,213,R4
516,188,cart_add
516,211,wishlist_add
516,187,R5
516,213,cart_add
516,187,wishlist_add
517,256,R4
517,72,click
517,88,wishlist_add
517,189,wishlist_add
517,202,R4
517,47,wishlist_add
517,189,R5
517,188,R5
517,211,R5
517,190,cart_add
517,268,click
517,211,cart_add
517,259,wishlist_add
517,191,cart_add
517,203,wishlist_add
517,215,cart_add
517,213,cart_add
517,259,wishlist_add
517,49,wishlist_add
517,188,cart_add
518,190,wishlist_add
518,81,click
518,214,cart_add
518,224,wishlist_add
518,203,wishlist_add
518,189,R5
518,190,R5
518,47,R5
518,201,wishlist_add
518,191,R4
518,205,R4
518,188,wishlist_add
518,73,wishlist_add
518,186,wishlist_add
518,258,cart_add
518,203,cart_add
518,212,cart_add
518,44,cart_add
518,17,click
518,190,cart_add
519,192,R5
519,213,cart_add
519,219,click
519,44,wishlist_add
519,186,wishlist_add
519,85,wishlist_add
519,49,cart_add
519,188,wishlist_add
519,187,R5
519,44,R5
519,94,wishlist_add
519,186,cart_add
519,98,click
519,259,cart_add
519,214,cart_add
519,259,wishlist_add
519,47,R5
519,49,wishlist_add
519,56,R5
519,190,cart_add
520,201,wishlist_add
520,192,wishlist_add
520,92,wishlist_add
520,189,R5
520,202,cart_add
520,256,R5
520,56,R5
520,211,click
520,156,click
520,49,R5
520,220,wishlist_add
520,211,cart_add
520,256,cart_add
520,258,wishlist_add
520,49,wishlist_add
520,44,wishlist_add
520,259,cart_add
520,187,cart_add
520,189,cart_add
520,192,R5
521,201,cart_add
521,189,wishlist_add
521,212,wishlist_add
521,205,cart_add
521,256,R5
521,93,wishlist_add
521,258,cart_add
521,209,click
521,79,wishlist_add
521,47,R5
521,258,R5
521,214,wishlist_add
521,256,cart_add
521,202,cart_add
521,224,click
521,211,wishlist_add
521,259,R4
521,44,cart_add
521,257,R4
521,194,wishlist_add
522,44,wishlist_add
522,190,wishlist_add
522,20,click
522,257,R5
522,190,cart_add
522,218,wishlist_add
522,188,wishlist_add
522,203,cart_add
522,211,R5
522,187,wishlist_add
522,192,R5
522,92,wishlist_add
522,259,cart_add
522,203,wishlist_add
522,186,R4
522,49,cart_add
522,201,R4
522,13,click
522,257,cart_add
522,201,cart_add
523,202,wishlist_add
523,83,wishlist_add
523,223,click
523,211,R5
523,211,wishlist_add
523,56,cart_add
523,215,wishlist_add
523,174,click
523,186,cart_add
523,213,cart_add
523,256,cart_add
523,257,R5
523,49,cart_add
523,189,R5
523,213,wishlist_add
523,256,R5
523,223,wishlist_add
523,44,wishlist_add
523,201,R5
523,194,cart_add
524,47,R5
524,256,R5
524,212,cart_add
524,186,wishlist_add
524,176,click
524,186,cart_add
524,194,R5
524,202,cart_add
524,189,R5
524,190,wishlist_add
524,94,wishlist_add
524,56,wishlist_add
524,256,cart_add
524,211,wishlist_add
524,202,R5
524,58,wishlist_add
524,87,click
524,203,cart_add
524,213,wishlist_add
524,257,cart_add
525,191,R4
525,194,cart_add
525,259,R5
525,203,R4
525,54,click
525,191,wishlist_add
525,201,R5
525,189,cart_add
525,84,wishlist_add
525,47,R5
525,215,wishlist_add
525,214,wishlist_add
525,187,cart_add
525,212,wishlist_add
525,213,cart_add
525,213,click
525,203,cart_add
525,47,cart_add
525,201,wishlist_add
525,63,wishlist_add
526,214,cart_add
526,256,R4
526,201,cart_add
526,205,wishlist_add
526,56,cart_add
526,191,wishlist_add
526,215,R5
526,211,wishlist_add
526,257,cart_add
526,186,R4
526,223,click
526,43,click
526,90,wishlist_add
526,192,R5
526,190,cart_add
526,259,cart_add
526,10,wishlist_add
526,202,wishlist_add
526,258,wishlist_add
526,259,R4
527,211,wishlist_add
527,47,R4
527,49,wishlist_add
527,83,wishlist_add
527,213,R4
527,191,cart_add
527,201,cart_add
527,214,cart_add
527,215,cart_add
527,118,click
527,259,cart_add
527,203,R4
527,266,click
527,215,wishlist_add
527,202,cart_add
527,264,wishlist_add
527,44,wishlist_add
527,56,wishlist_add
527,191,R4
527,211,R5
528,189,cart_add
528,187,wishlist_add
528,212,R4
528,188,R5
528,213,R4
528,194,R5
528,201,cart_add
528,49,cart_add
528,202,wishlist_add
528,213,wishlist_add
528,256,wishlist_add
528,83,wishlist_add
528,190,cart_add
528,211,cart_add
528,201,wishlist_add
528,205,wishlist_add
528,215,cart_add
528,256,click
528,56,R5
528,174,click
529,81,click
529,201,R4
529,258,cart_add
529,124,click
529,202,R5
529,203,R5
529,191,R4
529,49,cart_add
529,73,wishlist_add
529,205,cart_add
529,58,wishlist_add
529,49,R5
529,202,cart_add
529,205,wishlist_add
529,187,wishlist_add
529,211,cart_add
529,194,wishlist_add
529,259,wishlist_add
529,47,cart_add
529,47,wishlist_add
530,292,click
530,57,click
530,257,cart_add
530,202,cart_add
530,194,wishlist_add
530,203,R5
530,257,wishlist_add
530,205,wishlist_add
530,202,R5
530,78,wishlist_add
530,88,wishlist_add
530,188,cart_add
530,257,R5
530,202,wishlist_add
530,190,cart_add
530,205,R4
530,47,cart_add
530,187,cart_add
530,190,R4
530,188,wishlist_add
531,214,cart_add
531,201,R4
531,78,wishlist_add
531,189,wishlist_add
531,258,R4
531,83,wishlist_add
531,214,wishlist_add
531,82,click
531,211,cart_add
531,190,R5
531,215,cart_add
531,192,cart_add
531,203,wishlist_add
531,205,wishlist_add
531,189,R5
531,25,click
531,205,cart_add
531,49,cart_add
531,215,wishlist_add
531,56,R5
532,256,R4
532,186,R5
532,47,cart_add
532,223,wishlist_add
532,211,wishlist_add
532,73,wishlist_add
532,189,R4
532,108,click
532,190,R5
532,202,wishlist_add
532,187,cart_add
532,56,cart_add
532,44,R5
532,44,cart_add
532,203,wishlist_add
532,256,cart_add
532,56,wishlist_add
532,215,wishlist_add
532,213,cart_add
532,94,click
533,56,cart_add
533,257,wishlist_add
533,202,wishlist_add
533,194,wishlist_add
533,213,cart_add
533,257,R5
533,212,cart_add
533,186,wishlist_add
533,190,R5
533,186,cart_add
533,189,R5
533,215,click
533,188,wishlist_add
533,192,cart_add
533,215,R5
533,90,wishlist_add
533,205,R5
533,258,wishlist_add
533,100,click
533,203,cart_add
534,256,cart_add
534,259,R4
534,215,cart_add
534,189,R5
534,257,cart_add
534,223,click
534,188,R4
534,257,wishlist_add
534,253,click
534,191,cart_add
534,202,R5
534,211,wishlist_add
534,47,wishlist_add
534,86,wishlist_add
534,49,wishlist_add
534,211,cart_add
534,56,wishlist_add
534,205,cart_add
534,205,wishlist_add
534,212,R5
535,189,cart_add
535,188,wishlist_add
535,190,wishlist_add
535,248,click
535,188,R4
535,192,cart_add
535,258,wishlist_add
535,187,cart_add
535,194,R5
535,220,wishlist_add
535,213,click
535,190,R5
535,56,cart_add
535,258,cart_add
535,58,wishlist_add
535,49,wishlist_add
535,44,R5
535,190,cart_add
535,47,wishlist_add
535,258,R5
536,258,wishlist_add
536,257,wishlist_add
536,213,wishlist_add
536,49,cart_add
536,212,R5
536,257,cart_add
536,44,cart_add
536,215,cart_add
536,145,click
536,192,cart_add
536,13,click
536,57,wishlist_add
536,215,wishlist_add
536,47,R5
536,49,R5
536,212,cart_add
536,203,R4
536,259,wishlist_add
536,58,wishlist_add
536,211,R4
537,205,cart_add
537,89,wishlist_add
537,256,wishlist_add
537,214,cart_add
537,211,R5
537,192,cart_add
537,187,cart_add
537,258,R5
537,201,wishlist_add
537,223,click
537,44,R5
537,213,R5
537,190,cart_add
537,213,cart_add
537,203,wishlist_add
537,104,click
537,49,R5
537,80,wishlist_add
537,186,wishlist_add
537,47,wishlist_add
538,79,wishlist_add
538,205,wishlist_add
538,188,cart_add
538,49,cart_add
538,187,cart_add
538,192,wishlist_add
538,202,cart_add
538,258,cart_add
538,281,click
538,187,R5
538,215,R5
538,213,R4
538,213,wishlist_add
538,259,wishlist_add
538,186,R5
538,256,wishlist_add
538,63,click
538,186,cart_add
538,257,wishlist_add
538,47,R5
539,202,wishlist_add
539,191,wishlist_add
539,201,cart_add
539,13,click
539,49,wishlist_add
539,21,click
539,44,R5
539,259,cart_add
539,201,R5
539,258,R4
539,259,wishlist_add
539,211,cart_add
539,10,wishlist_add
539,186,wishlist_add
539,215,cart_add
539,63,wishlist_add
539,189,cart_add
539,186,cart_add
539,205,R5
539,190,R5
540,189,R4
540,194,cart_add
540,189,wishlist_add
540,190,wishlist_add
540,47,cart_add
540,203,R4
540,187,wishlist_add
540,192,R5
540,63,wishlist_add
540,212,wishlist_add
540,49,cart_add
540,205,wishlist_add
540,47,R5
540,216,click
540,56,cart_add
540,202,R4
540,192,cart_add
540,203,wishlist_add
540,30,click
540,212,cart_add
541,219,click
541,256,R5
541,44,cart_add
541,189,R4
541,221,wishlist_add
541,201,wishlist_add
541,256,cart_add
541,187,R4
541,186,cart_add
541,194,wishlist_add
541,211,R4
541,47,cart_add
541,201,cart_add
541,94,wishlist_add
541,49,R5
541,178,click
541,191,wishlist_add
541,203,cart_add
541,47,wishlist_add
541,259,wishlist_add
542,90,wishlist_add
542,258,R4
542,12,click
542,214,cart_add
542,262,wishlist_add
542,258,cart_add
542,44,R4
542,203,R5
542,189,R5
542,257,cart_add
542,215,wishlist_add
542,212,wishlist_add
542,202,R4
542,114,click
542,190,wishlist_add
542,256,wishlist_add
542,192,wishlist_add
542,215,cart_add
542,44,cart_add
542,202,cart_add
543,256,cart_add
543,201,R5
543,49,cart_add
543,73,wishlist_add
543,214,cart_add
543,44,R5
543,212,R5
543,192,cart_add
543,192,wishlist_add
543,186,R4
543,83,click
543,211,wishlist_add
543,213,cart_add
543,258,cart_add
543,212,wishlist_add
543,191,R4
543,18,click
543,213,wishlist_add
543,44,wishlist_add
543,214,wishlist_add
544,190,cart_add
544,212,wishlist_add
544,87,click
544,205,R4
544,192,R4
544,219,wishlist_add
544,259,cart_add
544,47,wishlist_add
544,187,wishlist_add
544,187,R5
544,191,cart_add
544,44,R4
544,189,cart_add
544,188,cart_add
544,146,click
544,191,wishlist_add
544,258,wishlist_add
544,215,cart_add
544,89,wishlist_add
544,201,R5
545,257,R4
545,225,click
545,56,R5
545,201,R5
545,39,click
545,257,cart_add
545,258,wishlist_add
545,202,cart_add
545,194,wishlist_add
545,49,cart_add
545,186,R5
545,205,wishlist_add
545,258,R5
545,215,wishlist_add
545,218,wishlist_add
545,258,cart_add
545,256,wishlist_add
545,212,cart_add
545,211,cart_add
545,202,wishlist_add
546,205,wishlist_add
546,280,click
546,202,cart_add
546,93,wishlist_add
546,212,cart_add
546,186,R5
546,194,wishlist_add
546,44,cart_add
546,191,R5
546,56,cart_add
546,258,R5
546,201,R4
546,212,wishlist_add
546,213,wishlist_add
546,87,wishlist_add
546,189,cart_add
546,190,R5
546,192,wishlist_add
546,191,cart_add
546,89,click
547,191,cart_add
547,214,R4
547,257,cart_add
547,187,R4
547,265,click
547,259,wishlist_add
547,211,R5
547,49,R4
547,213,wishlist_add
547,265,wishlist_add
547,44,wishlist_add
547,212,wishlist_add
547,56,cart_add
547,258,R4
547,194,wishlist_add
547,192,wishlist_add
547,49,cart_add
547,6,click
547,187,cart_add
547,205,cart_add
548,191,wishlist_add
548,203,wishlist_add
548,213,R5
548,259,wishlist_add
548,201,cart_add
548,259,R4
548,188,cart_add
548,215,click
548,49,R5
548,214,wishlist_add
548,202,cart_add
548,212,wishlist_add
548,257,cart_add
548,213,cart_add
548,91,wishlist_add
548,186,R5
548,215,R4
548,105,click
548,211,wishlist_add
548,47,cart_add
549,196,click
549,215,R5
549,263,wishlist_add
549,214,R4
549,189,cart_add
549,49,wishlist_add
549,189,R5
549,213,wishlist_add
549,188,wishlist_add
549,190,cart_add
549,189,wishlist_add
549,256,cart_add
549,186,R5
549,194,R5
549,187,cart_add
549,213,cart_add
549,203,wishlist_add
549,73,wishlist_add
549,257,cart_add
549,10,click
550,203,R4
550,201,R5
550,194,cart_add
550,189,wishlist_add
550,259,cart_add
550,44,cart_add
550,186,R4
550,213,wishlist_add
550,220,wishlist_add
550,86,click
550,56,wishlist_add
550,205,cart_add
550,256,R5
550,187,R5
550,93,wishlist_add
550,188,wishlist_add
550,190,wishlist_add
550,201,cart_add
550,19,click
550,203,cart_add
551,191,cart_add
551,44,R5
551,49,cart_add
551,47,wishlist_add
551,202,R4
551,187,R4
551,56,R4
551,188,cart_add
551,211,wishlist_add
551,57,click
551,71,click
551,213,cart_add
551,47,cart_add
551,85,wishlist_add
551,205,R4
551,186,wishlist_add
551,215,wishlist_add
551,219,wishlist_add
551,258,wishlist_add
551,186,cart_add
552,47,cart_add
552,213,wishlist_add
552,201,cart_add
552,205,wishlist_add
552,56,cart_add
552,259,R4
552,93,click
552,257,wishlist_add
552,56,R5
552,212,cart_add
552,186,R4
552,212,wishlist_add
552,265,wishlist_add
552,194,cart_add
552,258,wishlist_add
552,202,cart_add
552,30,click
552,49,R5
552,215,R5
552,194,wishlist_add
553,212,wishlist_add
553,194,cart_add
553,86,wishlist_add
553,213,wishlist_add
553,286,click
553,49,cart_add
553,194,wishlist_add
553,190,cart_add
553,57,click
553,213,R5
553,215,R4
553,258,wishlist_add
553,192,cart_add
553,259,R5
553,47,cart_add
553,192,R4
553,257,wishlist_add
553,79,wishlist_add
553,211,R4
553,191,cart_add
554,49,cart_add
554,205,R4
554,212,cart_add
554,202,R4
554,47,wishlist_add
554,5,click
554,259,R4
554,257,cart_add
554,224,wishlist_add
554,256,R5
554,190,wishlist_add
554,201,wishlist_add
554,57,wishlist_add
554,83,click
554,188,cart_add
554,213,cart_add
554,49,wishlist_add
554,187,R5
554,259,cart_add
554,214,wishlist_add
555,199,cart_add
555,216,cart_add
555,215,click
555,43,R4
555,217,cart_add
555,224,wishlist_add
555,197,R5
555,207,R4
555,210,R5
555,200,R4
555,9,wishlist_add
555,196,wishlist_add
555,22,wishlist_add
555,207,wishlist_add
555,49,click
555,64,cart_add
555,73,wishlist_add
555,200,cart_add
555,219,cart_add
555,223,wishlist_add
556,200,wishlist_add
556,223,wishlist_add
556,218,R5
556,215,wishlist_add
556,174,click
556,195,cart_add
556,206,cart_add
556,195,wishlist_add
556,209,R5
556,73,wishlist_add
556,57,cart_add
556,198,cart_add
556,210,wishlist_add
556,64,cart_add
556,196,R4
556,199,wishlist_add
556,211,click
556,207,cart_add
556,208,R4
556,206,R5
557,217,R5
557,210,R5
557,57,wishlist_add
557,22,wishlist_add
557,199,R4
557,9,cart_add
557,198,wishlist_add
557,220,wishlist_add
557,73,wishlist_add
557,18,click
557,72,wishlist_add
557,64,cart_add
557,22,cart_add
557,64,R4
557,219,click
557,207,R5
557,218,cart_add
557,208,cart_add
557,207,cart_add
557,64,wishlist_add
558,196,cart_add
558,206,cart_add
558,43,cart_add
558,207,cart_add
558,195,wishlist_add
558,199,cart_add
558,57,cart_add
